Songtitle,Artist(s),uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
You & Me,"['Marc E. Bassy', 'G-Eazy']",spotify:track:52qH79XktzCUPkN0dlRbUs,0.677,0.642,1,-8.308,1,0.195,0.0409,0.0,0.189,0.62,85.059
Words,['Daya'],spotify:track:28kwfhqP0K1f6ll0lpHg45,0.751,0.777,7,-4.888,1,0.0594,0.179,0.0,0.0787,0.56,125.02
Water Under the Bridge,['Adele'],spotify:track:4vb4mFvYsr2h6enhjJsq9Y,0.596,0.838,5,-6.52,0,0.0704,0.0189,1.54e-05,0.108,0.472,94.982
Send My Love (To Your New Lover),['Adele'],spotify:track:4BHzQ9C00ceJxfG16AlNWb,0.69,0.524,6,-8.39,0,0.103,0.0415,3.16e-06,0.17,0.562,164.023
in my miNd,['Maty Noyes'],spotify:track:2s0Dn2mtvp94wUkyaB8nJc,0.768,0.632,0,-3.877,0,0.0252,0.469,0.0,0.0391,0.788,102.074
Sunset Lover,['Petit Biscuit'],spotify:track:0hNduWmlWmEmuwEFcYvRu1,0.783,0.467,6,-9.474,1,0.0503,0.729,0.809,0.109,0.236,90.838
Setting Fires,"['The Chainsmokers', 'XYLØ']",spotify:track:2PC9Tl8SWVO2yhDDtJcrAi,0.626,0.717,8,-5.751,0,0.0375,0.017,0.0,0.261,0.56,105.039
Lot to Learn,['Luke Christopher'],spotify:track:3TRFq09DUgYj1mug6RRqJW,0.405,0.846,6,-3.57,1,0.195,0.0948,0.0,0.0666,0.602,82.232
All Night,"['The Vamps', 'Matoma']",spotify:track:31t0ATifZW5CW3XP2QUsUW,0.564,0.768,8,-6.431,1,0.0342,0.00262,0.0,0.324,0.362,144.971
Safe,['Bay Ledges'],spotify:track:4ofgRDtuYb7hfBgZLSAw4X,0.736,0.616,4,-8.016,1,0.0345,0.144,2.29e-06,0.268,0.889,101.966
Good Luck,['The Undercover Dream Lovers'],spotify:track:3v1FPBfBPWPh1cXUJQut5V,0.754,0.763,6,-6.685,1,0.0298,0.0041,0.163,0.0938,0.799,109.996
Do You,['Noah Carter'],spotify:track:3b45uqW7dCBlZK4w05AgVo,0.764,0.539,8,-8.186,0,0.099,0.615,0.000459,0.324,0.66,108.0
Some,['Steve Lacy'],spotify:track:4riDfclV7kPDT9D58FpmHd,0.784,0.554,7,-6.417,1,0.03,0.00548,0.254,0.0995,0.634,104.01
Tidepools,['Kevin Blu'],spotify:track:31MrK1PCroVWiLp6PlOAFh,0.851,0.244,9,-9.422,0,0.165,0.44,0.00693,0.243,0.116,129.856
Easy Street (feat. Jim Bianco & Petra Haden),"['The Collapsable Hearts Club', 'Jim Bianco', 'Petra Haden']",spotify:track:4NmWUWHsglLlJXvq1pGNsk,0.677,0.804,0,-0.611,1,0.266,0.381,2.88e-05,0.0336,0.951,176.098
Cringe,['Matt Maeson'],spotify:track:0hy48SusJtyhy4DNB2rEaS,0.731,0.445,5,-8.202,1,0.0533,0.071,0.0,0.0862,0.452,126.066
That's What I Like,['Bruno Mars'],spotify:track:0KKkJNfGyhkQ5aFogxQAPU,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066
Area,['MagnusTheMagnus'],spotify:track:6uicxtDQpJ0Z8SKgRRi4CZ,0.68,0.69,9,-5.582,0,0.0616,0.0639,0.435,0.0584,0.647,156.07
Swing Right Back,['Lif'],spotify:track:4aJtCSNlGhw3TgMqL7rbLu,0.655,0.846,1,-7.927,0,0.046,0.4,0.289,0.224,0.6,133.99
"In My Foreign (feat. Ty Dolla $ign, Lil Yachty, Nicky Jam & French Montana)","['The Americanos', 'Ty Dolla $ign', 'Lil Yachty', 'Nicky Jam', 'French Montana']",spotify:track:1ZX8uNsvwzdDoszb0UCBnM,0.556,0.868,7,-2.656,1,0.0301,0.013,0.0,0.117,0.533,200.026
On Hold,['The xx'],spotify:track:4w2iAP3X4FkpPb5kjRdIDx,0.725,0.669,0,-6.582,1,0.0351,0.0571,0.159,0.107,0.338,125.046
Fall for You,"['Christian French', 'Triegy']",spotify:track:7JKdB79MjDgH9GE72AChkY,0.702,0.506,8,-6.191,0,0.0823,0.102,0.0,0.135,0.358,109.981
Water,['Ugly God'],spotify:track:6HEIBHUirx1J0JkUD24szt,0.8,0.297,0,-13.1,0,0.407,0.66,0.000111,0.105,0.213,140.051
Automatic,['Superfeel'],spotify:track:6hQSeh599ce59TGCd8Rn4X,0.607,0.638,0,-9.458,1,0.296,0.578,0.0261,0.191,0.816,170.007
Love on the Weekend,['John Mayer'],spotify:track:0j2WBxWZnWti5TpSxjJvPb,0.729,0.546,7,-9.305,1,0.0285,0.547,0.00287,0.0651,0.406,119.941
Till You Let Go,['Max Future'],spotify:track:2clWLotyEh6LhBzExK1sKh,0.515,0.548,6,-7.099,1,0.0341,0.115,0.188,0.103,0.182,80.006
Redbone,['Childish Gambino'],spotify:track:47l9wxr6RwgoTSfnseBRcf,0.747,0.378,1,-10.454,1,0.109,0.195,0.0173,0.119,0.565,160.049
I Don't Know My Name,['Grace VanderWaal'],spotify:track:4G9addS7Yq5ihZBQLXG2Mj,0.548,0.221,0,-8.383,1,0.0401,0.775,0.0,0.109,0.457,140.649
pick up the phone,"['Young Thug', 'Travis Scott']",spotify:track:20dP2DaMHIAmwWAbp7peSr,0.711,0.739,7,-3.804,0,0.129,0.114,0.0,0.226,0.43,136.919
Say You Won't Let Go,['James Arthur'],spotify:track:5uCax9HTNlzGybIStD3vDh,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043
No Heart,"['21 Savage', 'Metro Boomin']",spotify:track:4gmmRb6bZJffOOiww1JGTO,0.906,0.444,4,-8.692,0,0.384,0.136,6.44e-05,0.173,0.678,140.063
Bad and Boujee (feat. Lil Uzi Vert),"['Migos', 'Lil Uzi Vert']",spotify:track:1FvU97lrWOG2NRxErh6OZz,0.897,0.661,8,-6.2,0,0.27,0.0633,0.0,0.116,0.193,127.081
Ordinary Life,['The Weeknd'],spotify:track:15k2nBQJ0teDmPZHrOXL2N,0.537,0.587,7,-7.486,0,0.0771,0.0275,0.0,0.0961,0.365,149.748
Love To Lay,['The Weeknd'],spotify:track:1E43TJhKcM8hXgM958ROQ1,0.711,0.807,7,-5.053,0,0.0608,0.0519,0.0,0.214,0.699,116.971
Attention,['The Weeknd'],spotify:track:6pDVjCUA3B1vg9waKutAsv,0.671,0.428,4,-7.052,0,0.124,0.688,0.000182,0.119,0.362,148.04
A Lonely Night,['The Weeknd'],spotify:track:0ifooM33X1iBxVYyOkSbXW,0.853,0.663,7,-6.955,0,0.0755,0.0431,8.71e-06,0.0891,0.864,113.998
My Way,['Calvin Harris'],spotify:track:1vvNmPOiUuyCbgWmtc6yfm,0.819,0.913,4,-3.059,0,0.0427,0.0935,3.72e-05,0.161,0.536,119.989
Ain't My Fault,['Zara Larsson'],spotify:track:4nA0biSjtvOL41Hd9MBXqR,0.576,0.782,6,-4.825,0,0.0296,0.00778,0.0,0.285,0.355,141.153
True Colors,['The Weeknd'],spotify:track:1oGdVdYjeQvojGKDddxLQQ,0.624,0.424,1,-8.237,1,0.24,0.286,0.0,0.173,0.584,76.671
Starboy,"['The Weeknd', 'Daft Punk']",spotify:track:2IY7eOUDjw2ArKYxKa2jXc,0.682,0.592,7,-7.033,1,0.281,0.169,5.49e-06,0.136,0.5,186.041
Reminder,['The Weeknd'],spotify:track:37F0uwRSrdzkBiuj0D5UHI,0.706,0.505,8,-6.923,1,0.193,0.142,0.0,0.164,0.388,160.053
Sidewalks,"['The Weeknd', 'Kendrick Lamar']",spotify:track:4h90qkbnW1Qq6pBhoPvwko,0.542,0.72,1,-5.136,0,0.0628,0.147,0.0,0.348,0.623,149.828
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",['Justin Timberlake'],spotify:track:1WkMMavIMc4JZ8cfMmxHkI,0.669,0.832,0,-5.72,1,0.0682,0.0106,0.0,0.0968,0.7,113.035
Broccoli,"['Shelley FKA DRAM', 'Lil Yachty']",spotify:track:3rZhRBdVQ2fTEM2ULOAwUL,0.886,0.525,8,-7.39,1,0.132,0.236,0.0,0.057,0.708,145.99
Party Monster,['The Weeknd'],spotify:track:4RhGCDt69efGdC1SxJRI5r,0.589,0.622,1,-8.295,1,0.0766,0.19,3.1e-05,0.164,0.198,77.497
Mercy,['Shawn Mendes'],spotify:track:7evPpWWu01Klxi0KlPxR17,0.568,0.686,11,-4.901,0,0.0903,0.133,0.0,0.11,0.4,148.294
24K Magic,['Bruno Mars'],spotify:track:6b8Be6ljOzmkOmFslEb23P,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97
False Alarm,['The Weeknd'],spotify:track:6zeGrGo9LKCSVl1xeKv1ar,0.514,0.692,8,-6.571,0,0.0726,0.0225,6.45e-05,0.139,0.213,173.955
Rockabye (feat. Sean Paul & Anne-Marie),"['Clean Bandit', 'Sean Paul', 'Anne-Marie']",spotify:track:5knuzwU65gJK7IF5yJsuaW,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965
Call on Me - Ryan Riback Remix,"['Starley', 'Ryan Riback']",spotify:track:2L6orAlH8tBhiFTumIfMyF,0.67,0.838,0,-4.031,1,0.0362,0.0604,0.000611,0.159,0.717,104.998
Don't Wanna Know,"['Maroon 5', 'Kendrick Lamar']",spotify:track:0AKejOKlGdiB53QpwAeenO,0.777,0.627,7,-6.142,1,0.0792,0.356,0.0,0.0956,0.444,100.054
Black Beatles,"['Rae Sremmurd', 'Gucci Mane']",spotify:track:6fujklziTHa8uoM5OQSfIo,0.794,0.632,0,-6.163,1,0.0649,0.142,0.0,0.128,0.355,145.926
NOBODY,['lil aaron'],spotify:track:0KQxxHsCWjLsYluY5PefId,0.566,0.504,7,-7.587,0,0.0757,0.0715,1.84e-06,0.269,0.468,150.006
Pre (feat. SK La' Flare),"['Earl Sweatshirt', 'Sk La Flare']",spotify:track:4B31QOL13iBeuIsaGD20BS,0.668,0.577,9,-6.984,1,0.0634,0.149,0.00111,0.182,0.557,99.957
Burgundy (feat. Vince Staples),"['Earl Sweatshirt', 'Vince Staples']",spotify:track:43tVqovviXhkmOV5LOkTn7,0.539,0.846,0,-5.539,1,0.252,0.218,0.0,0.251,0.49,130.358
20 Wave Caps (feat. Domo Genesis),"['Earl Sweatshirt', 'Domo Genesis']",spotify:track:0yNecIrNLTIsF5ULCraPgl,0.498,0.748,8,-7.218,1,0.434,0.0582,0.0,0.281,0.426,77.601
Sunday (feat. Frank Ocean),"['Earl Sweatshirt', 'Frank Ocean']",spotify:track:0fAehaneUJdlSlWXYe1KZp,0.716,0.568,2,-8.904,1,0.212,0.278,1.98e-06,0.385,0.905,136.894
Hive (feat. Vince Staples & Casey Veggies),"['Earl Sweatshirt', 'Vince Staples', 'Casey Veggies']",spotify:track:6JKoTnberZoBgUuxa6l4Kh,0.619,0.742,1,-6.995,1,0.496,0.204,0.0,0.166,0.782,144.602
"Sasquatch (feat. Tyler, The Creator)","['Earl Sweatshirt', 'Tyler, The Creator']",spotify:track:5BikEzeYYFtRvR1CL1UTRg,0.457,0.687,9,-7.506,1,0.316,0.0123,0.0,0.703,0.217,80.51
Centurion (feat. Vince Staples),"['Earl Sweatshirt', 'Vince Staples']",spotify:track:6mrRJpEOqNEKygu4fesH1e,0.348,0.796,7,-8.266,1,0.485,0.0655,0.0,0.279,0.573,166.224
523,['Earl Sweatshirt'],spotify:track:1MqC1CyfmBiEgauT4sqhSE,0.313,0.187,1,-13.76,1,0.0391,0.664,0.757,0.094,0.306,145.606
Uncle Al,['Earl Sweatshirt'],spotify:track:76wXoUkBme6E5yPhXv6zfR,0.646,0.746,7,-7.155,1,0.341,0.0981,0.0,0.42,0.585,47.092
Guild (feat. Mac Miller),"['Earl Sweatshirt', 'Mac Miller']",spotify:track:7y6EHdn8KFJUD2F6zWNWhZ,0.727,0.274,1,-15.7,1,0.457,0.331,7.73e-05,0.0961,0.168,108.031
Molasses (feat. RZA),"['Earl Sweatshirt', 'RZA']",spotify:track:7lhkOb0VNnTlshwifCEoSr,0.503,0.755,1,-4.811,1,0.265,0.0307,0.0,0.266,0.807,79.422
"Whoa (feat. Tyler, The Creator)","['Earl Sweatshirt', 'Tyler, The Creator']",spotify:track:1rW2nkUbmKD2MC22YrU8cX,0.541,0.748,2,-6.321,1,0.31,0.00141,3.1e-06,0.322,0.351,79.616
Hoarse,['Earl Sweatshirt'],spotify:track:49aTv96mDjvlDb74XvVSc9,0.674,0.874,0,-7.017,1,0.29,0.159,0.00639,0.0945,0.101,139.95
Knight (feat. Domo Genesis),"['Earl Sweatshirt', 'Domo Genesis']",spotify:track:2LbL1HaoZrXrCR538uxUjl,0.478,0.801,11,-8.344,0,0.456,0.446,6.18e-05,0.362,0.551,84.679
Chum,['Earl Sweatshirt'],spotify:track:6plT7nFGiXKSBP9HFSI4ef,0.51,0.503,10,-8.756,0,0.242,0.0216,0.002,0.108,0.193,153.582
Sweater,['OBB'],spotify:track:2OSa65LW1DS1nn0lMGKHs1,0.726,0.781,11,-4.788,1,0.0508,0.0682,0.0,0.0662,0.65,122.001
Yamborghini High (feat. Juicy J),"['A$AP Mob', 'Juicy J']",spotify:track:2rqUblDWJKlMVwh9uJc0Vv,0.838,0.765,7,-6.299,1,0.28,0.0283,1.5e-05,0.0779,0.635,137.767
Bling Blaww Burr (feat. Young Dolph),"['Gucci Mane', 'Young Dolph']",spotify:track:4lKqLeuZN7EOp9IjFBuB60,0.867,0.51,1,-6.163,1,0.161,0.0474,0.0,0.437,0.128,118.02
Campaign (feat. Future),"['Ty Dolla $ign', 'Future']",spotify:track:6JvHYmanlC8FdbeiCztcrR,0.865,0.718,8,-3.882,1,0.204,0.0023,7.62e-05,0.264,0.476,153.548
Don't Be A Fool,['Shawn Mendes'],spotify:track:5nd3dAH4VyhuDi7F8ctvIP,0.471,0.33,11,-5.95,0,0.0427,0.615,0.0,0.0972,0.257,175.285
Treat You Better,['Shawn Mendes'],spotify:track:1rtDwblY1CJ9i490fMzJnc,0.455,0.797,10,-4.133,0,0.36,0.132,0.0,0.11,0.757,165.717
Love on Me,"['Galantis', 'Hook N Sling']",spotify:track:2MHCiOohBZEQuLgDTPvSzF,0.562,0.906,4,-2.085,1,0.0758,0.105,0.0,0.145,0.674,124.146
Spacin Out,"[""The Mowgli's""]",spotify:track:099NgYQditsnMhePFr61Fl,0.563,0.82,8,-5.405,1,0.0522,0.096,0.0,0.06,0.771,91.055
So What,"[""The Mowgli's""]",spotify:track:0wAbE8PmaALSdGEpfOuk6J,0.52,0.809,8,-5.688,1,0.0449,0.0309,0.0,0.0338,0.603,90.18
Automatic,"[""The Mowgli's""]",spotify:track:6YzO1Ndf7fbyPo4njTTAur,0.493,0.88,8,-5.574,1,0.0635,0.00278,0.0,0.308,0.823,157.022
Cool,['Daya'],spotify:track:2YlWk2pdedpxI8sLNKJ5zY,0.697,0.692,11,-6.472,1,0.293,0.531,0.000847,0.118,0.653,196.036
All We Know,"['The Chainsmokers', 'Phoebe Ryan']",spotify:track:2rizacJSyD9S1IQUxUxnsK,0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.296,90.0
Drug Dealer (feat. Ariana DeBoo),"['Macklemore', 'Ariana DeBoo']",spotify:track:2zM1k4PnL573ayLHqpQaQN,0.494,0.612,11,-6.936,0,0.291,0.678,0.0,0.0913,0.216,151.091
Front & Center,['Joey Bada$$'],spotify:track:21iL1HD3h5AXGdSZABFd8t,0.629,0.655,1,-8.212,1,0.355,0.0111,0.0,0.818,0.546,106.319
Get Right,['Jimmy Eat World'],spotify:track:19cVww3dRYFzVvslJu2NtL,0.453,0.892,2,-5.033,0,0.0381,5.61e-06,0.00132,0.35,0.586,86.01
Cash Machine,['Shelley FKA DRAM'],spotify:track:2UzQdfooGVIeGjqcUMOBWY,0.745,0.669,9,-3.613,1,0.129,0.522,0.0,0.154,0.699,143.164
Workaholic (Bonus),['Shelley FKA DRAM'],spotify:track:5apZal2prNqg64wfK8j1GC,0.685,0.559,1,-8.877,1,0.0672,0.00544,0.0,0.297,0.225,140.998
One Time Comin',['YG'],spotify:track:4DJhyu2qsigL5axHkUEizt,0.816,0.587,8,-7.364,1,0.0349,0.00229,0.0,0.101,0.412,108.049
Sneakin’,"['Drake', '21 Savage']",spotify:track:4ckuS4Nj4FZ7i3Def3Br8W,0.806,0.558,8,-6.538,1,0.172,0.00496,1.45e-06,0.16,0.26,85.011
Fake Love,['Drake'],spotify:track:6NMNgWgEAzde5M8U3lc6FN,0.924,0.543,9,-7.474,0,0.298,0.182,0.0,0.103,0.736,133.907
Yamborghini High (feat. Juicy J),"['A$AP Mob', 'Juicy J']",spotify:track:0NTLc38M2fPfeA9nFnI8HJ,0.747,0.655,7,-9.364,1,0.517,0.112,0.0,0.351,0.539,137.756
GLOING PAIN$,['lil aaron'],spotify:track:7Kqd2BlcjYzDjzYjrXXR3x,0.441,0.692,8,-6.108,1,0.0485,0.00884,1.7e-05,0.863,0.315,109.989
Congratulations,"['Post Malone', 'Quavo']",spotify:track:0TnmrW9L8GSaBMhTtEQtCK,0.628,0.792,6,-4.205,1,0.0365,0.198,0.0,0.261,0.497,123.13
This Town - Tiёsto Remix,"['Niall Horan', 'Tiësto']",spotify:track:6ZXvRs5gOkFdasX6HsEMQG,0.741,0.728,6,-8.07,0,0.0334,0.0015,0.000217,0.279,0.151,119.983
"Dragon Soul (From ""Dragon Ball Z Kai"")",['NateWantsToBattle'],spotify:track:6I2fP8K1GbElogsAekOQfd,0.553,0.95,11,-4.835,0,0.103,0.0391,0.0,0.546,0.453,161.794
Première Gymnopédie,"['Erik Satie', 'Alexandre Tharaud']",spotify:track:4jep6dMPP0z7HrN375InoL,0.594,0.00544,7,-35.422,1,0.07,0.995,0.952,0.0814,0.314,76.497
Don't Beg,['JAHKOY'],spotify:track:0H0vPgfSGvt3g4X4Fnmr2N,0.441,0.365,6,-10.002,0,0.0514,0.406,0.000218,0.101,0.077,79.782
Campaign Speech,['Eminem'],spotify:track:1DiJsj5a4zBzWSUWdg2nTv,0.624,0.785,5,-4.873,1,0.612,0.699,0.0,0.201,0.686,61.918
All In,"['Jay Prince', 'Raheaven']",spotify:track:0R12GQVU6fmV9ibEvQyxyX,0.534,0.433,7,-10.131,0,0.145,0.222,0.0,0.334,0.277,103.024
Go East,['Jay Prince'],spotify:track:4culHtQRLg5h9ZuLayEQJZ,0.766,0.598,2,-8.646,1,0.184,0.307,7.43e-06,0.152,0.311,108.707
"Father, Father",['Jay Prince'],spotify:track:5mSJgLW43dmFEMK50ECr0S,0.629,0.749,1,-5.414,1,0.0674,0.0498,0.0104,0.494,0.69,130.016
home (feat. johnny yukon),"['gnash', 'Johnny Yukon']",spotify:track:3gY3fTkff4VmZ2XfvU6N4l,0.61,0.755,5,-5.491,1,0.187,0.0426,1.75e-06,0.0684,0.22,164.183
No More Interviews,['Big Sean'],spotify:track:3IRloeDfPgi7bH5OwXfwkN,0.616,0.818,10,-4.883,0,0.272,0.291,0.0,0.141,0.559,98.274
California Heaven,"['JAHKOY', 'ScHoolboy Q']",spotify:track:0TW3dlG3BaF2LNiDkUu10u,0.795,0.681,3,-6.592,0,0.0364,0.0233,0.0,0.0798,0.663,131.935
1000 Times,['JAHKOY'],spotify:track:3waIbY3hXhTdlsOOffGgZw,0.688,0.453,5,-7.347,0,0.0511,0.352,0.0,0.152,0.411,104.008
No Regrets,['JAHKOY'],spotify:track:2gbVPiWjuoZQncypktAwvK,0.597,0.469,7,-8.432,1,0.0463,0.267,0.0,0.109,0.528,75.11
F N Sexy,['JAHKOY'],spotify:track:22q7Tnt618vJpdhy67dtqV,0.518,0.598,6,-5.643,0,0.254,0.097,6.69e-06,0.0964,0.524,81.634
Selfish,['JAHKOY'],spotify:track:67nH6uwF7F3C7PsZTUNHNH,0.407,0.625,6,-7.771,0,0.246,0.274,3.37e-06,0.41,0.4,79.841
Don't Stop The Vibe,['JAHKOY'],spotify:track:7kUuvMv4yD9wcaBfX4AfMq,0.516,0.595,8,-6.067,1,0.156,0.319,0.0,0.189,0.676,189.714
Countin,['2 Chainz'],spotify:track:2SW5SjiVa95kVjtTG1RlYr,0.865,0.875,9,-1.793,1,0.19,0.0182,0.0,0.122,0.367,139.96
Diamonds Talkin Back,['2 Chainz'],spotify:track:4JhTWI02osyGgPQCRqQWUX,0.912,0.733,1,-1.638,1,0.282,0.0745,0.0,0.135,0.562,144.95
Good Drank,"['2 Chainz', 'Quavo', 'Gucci Mane']",spotify:track:1JWsD33y51ZlsXPlFDTYv2,0.803,0.804,11,-0.547,0,0.255,0.314,0.0,0.113,0.406,130.027
Lil Baby,"['2 Chainz', 'Ty Dolla $ign']",spotify:track:3xnpagyg8TMj4SSVV9QjRQ,0.718,0.815,11,-2.639,0,0.152,0.458,1.86e-05,0.146,0.639,124.927
Day Party,['2 Chainz'],spotify:track:5Ruye4cEsZVGJASlu1J9Xd,0.926,0.382,5,-6.386,0,0.422,0.0102,1.63e-05,0.0852,0.135,140.115
Doors Open,"['2 Chainz', 'Future']",spotify:track:32Nb6UwvQQ2SZG50tCXOXV,0.845,0.634,2,-4.142,1,0.208,0.327,0.0,0.312,0.323,106.089
Here We Go Again,['2 Chainz'],spotify:track:3h2bkTUf7aTAyvqwbJXPHG,0.71,0.561,1,-4.275,1,0.13,0.144,0.0,0.117,0.176,106.018
"Two Birds, One Stone",['Drake'],spotify:track:3m62bJJXGyQKdR9XyRocnl,0.529,0.838,8,-2.619,1,0.212,0.337,0.0,0.127,0.355,88.052
"Crazy Brazy (feat. A$AP Rocky, A$AP Twelvyy & Key!)","['A$AP Mob', 'A$AP Rocky', 'A$AP Twelvyy', 'KEY!']",spotify:track:59e7E2LMPZ2bhW5G6aCwX8,0.755,0.629,0,-8.284,1,0.312,0.32,0.0,0.126,0.591,143.083
"London Town (feat. A$AP Rocky, A$AP Ant & Playboi Carti)","['A$AP Mob', 'A$AP Rocky', 'A$AP ANT', 'Playboi Carti']",spotify:track:73ZaCmh5nzvBzbhREnQvcB,0.618,0.61,9,-7.812,0,0.39,0.332,0.0,0.108,0.529,126.016
"Way Hii (feat. A$AP Rocky, Wiz Khalifa, BJ The Chicago Kid & Buddy)","['A$AP Mob', 'A$AP Rocky', 'Wiz Khalifa', 'BJ The Chicago Kid', 'Buddy']",spotify:track:4ISLRAqJbSgvkqRgiCaikS,0.646,0.647,11,-8.361,0,0.168,0.0633,0.0,0.346,0.185,123.994
Bounce Back,['Big Sean'],spotify:track:206uaQyzb8kOiZ7rHw9wCn,0.788,0.516,1,-6.807,0,0.219,0.1,0.0,0.129,0.235,81.497
Body Moves,['DNCE'],spotify:track:1WPZCd9STg1gc7he2oXBbh,0.655,0.681,5,-5.14,0,0.0395,0.00167,0.0,0.0523,0.859,102.026
Stronger,['Kanye West'],spotify:track:6C7RJEIUDqKkJRZVWdkfkH,0.625,0.726,10,-7.731,0,0.155,0.00728,0.0,0.318,0.483,103.98
If Tomorrow's Not Here,"['Denzel Curry', ""Twelve'len""]",spotify:track:3oy9CClx1zCGnhzse9AvDu,0.659,0.797,4,-5.659,0,0.121,0.203,0.0,0.329,0.727,106.013
Zenith,"['Denzel Curry', 'Joey Bada$$']",spotify:track:67T0J1IDGgRwNMp3vWYaVb,0.594,0.705,3,-5.276,0,0.0966,0.0871,0.0,0.154,0.21,91.715
Good Night,"['Denzel Curry', ""Twelve'len"", 'Nell']",spotify:track:6bcnokzOVQxpn0quzHj6vc,0.771,0.821,11,-3.387,0,0.192,0.00349,6.43e-05,0.108,0.507,113.971
This Life,['Denzel Curry'],spotify:track:2aQwdBWk4vSPWk1Csgtzdo,0.724,0.843,3,-6.74,0,0.0617,0.517,0.0,0.12,0.811,152.043
Story: No Title,['Denzel Curry'],spotify:track:737gwrDNwTCAwAjy02FSMO,0.756,0.746,1,-6.397,1,0.142,0.236,0.0,0.0999,0.0793,103.978
Me Now,['Denzel Curry'],spotify:track:5viCJ7GSQxVWUAPBVoV7IL,0.726,0.619,8,-5.71,0,0.163,0.103,0.0,0.242,0.485,140.072
Knotty Head,"['Denzel Curry', 'Rick Ross']",spotify:track:3DaXXVRXK7sWRNEugMe7s6,0.69,0.859,2,-3.44,1,0.173,0.24,2.18e-06,0.0709,0.348,157.956
Sick & Tired,['Denzel Curry'],spotify:track:6a90nkg7j6GRmq6LirQixa,0.59,0.781,8,-6.417,0,0.326,0.254,0.0,0.355,0.429,145.021
Gook,['Denzel Curry'],spotify:track:1T5mVPJE6LilJ7f73L3UDo,0.668,0.805,1,-4.964,0,0.101,0.161,1.69e-06,0.139,0.31,150.021
ULT,['Denzel Curry'],spotify:track:5BSz8sJO2YmKfNVQG7fq2J,0.772,0.786,1,-5.337,1,0.24,0.113,0.0,0.202,0.233,130.071
Look at Me!,['XXXTENTACION'],spotify:track:2oUuLLKS8WbF7ELJcwbqms,0.728,0.735,1,-3.961,1,0.307,0.043,0.0,0.34,0.225,139.128
BedRock,"['Young Money', 'Lloyd']",spotify:track:3iL2l5gUqyPS6vDwJFgJTR,0.733,0.664,8,-6.163,1,0.295,0.102,0.0,0.191,0.557,148.005
The Show Goes On,['Lupe Fiasco'],spotify:track:3RuyJMim9bt3uhbAPd38xJ,0.625,0.856,7,-4.872,1,0.121,0.0388,0.0,0.163,0.577,143.116
Can't Feel My Face,['The Weeknd'],spotify:track:22VdIZQfgXJea34mQxlt81,0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949
Lush Life,['Zara Larsson'],spotify:track:0r4SsYcwvd8URat6AS2m6f,0.694,0.712,7,-3.923,0,0.046,0.133,0.0,0.211,0.799,98.022
Angels (feat. Saba),"['Chance the Rapper', 'Saba']",spotify:track:0jx8zY5JQsS4YEQcfkoc5C,0.771,0.647,5,-5.127,0,0.376,0.294,0.0,0.37,0.678,155.914
Into You,['Ariana Grande'],spotify:track:2meEiZKWkiN28gITzFwQo5,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853
WILD,"['Troye Sivan', 'Alessia Cara']",spotify:track:3IpWBLcLzwWtVUaSboaww8,0.627,0.808,0,-5.051,0,0.0813,0.0854,0.0,0.178,0.551,93.954
Wicked,['Future'],spotify:track:6BbINUfGabVyiNFJpQXn3x,0.718,0.679,11,-5.899,0,0.0706,0.00191,0.0104,0.385,0.205,157.97
Animal I Have Become,['Three Days Grace'],spotify:track:56sk7jBpZV0CD31G9hEU3b,0.553,0.853,8,-3.668,1,0.0339,0.000684,0.0,0.126,0.506,122.023
Ain't No Rest for the Wicked,['Cage The Elephant'],spotify:track:3kb72STxc2959ZqsTwu52i,0.634,0.849,0,-7.075,1,0.105,0.0438,0.0,0.363,0.919,156.004
Reptilia,['The Strokes'],spotify:track:57Xjny5yNzAcsxnusKmAfA,0.489,0.649,9,-5.11,1,0.0336,0.000603,0.713,0.101,0.77,158.009
Unwritten,['Natasha Bedingfield'],spotify:track:1D1nixOVWOxvNfWi0UD7VX,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011
A Thousand Miles - Single Version,['Vanessa Carlton'],spotify:track:6t6rudGjkLftasgUiSGcPN,0.566,0.825,11,-4.504,1,0.0383,0.264,0.0,0.218,0.278,94.991
1985,['Bowling For Soup'],spotify:track:4UuHWIkAWnN176A2rx7YFB,0.607,0.878,4,-4.422,1,0.0665,0.000246,0.0,0.337,0.853,119.955
This Love,['Maroon 5'],spotify:track:5zF2zGPkL6Ipsn9AfAK6RP,0.714,0.868,5,-4.596,0,0.0363,0.0551,0.0,0.0987,0.78,95.05
